Tiempo ( s )	Fuerza (empuje positivo) ( N )
54,6740	0,000
54,6750	-0,029
54,6760	0,000
54,6770	-0,029
54,6780	0,000
54,6790	0,000
54,6800	0,000
54,6810	-0,029
54,6820	0,000
54,6830	-0,029
54,6840	-0,029
54,6850	0,000
54,6860	0,000
54,6870	0,000
54,6880	0,000
54,6890	0,000
54,6900	0,000
54,6910	0,000
54,6920	0,000
54,6930	0,000
54,6940	-0,029
54,6950	0,000
54,6960	0,000
54,6970	0,000
54,6980	0,000
54,6990	0,000
54,7000	0,000
54,7010	0,000
54,7020	0,000
54,7030	0,000
54,7040	0,000
54,7050	0,000
54,7060	0,000
54,7070	0,000
54,7080	0,000
54,7090	0,000
54,7100	0,000
54,7110	0,000
54,7120	0,000
54,7130	0,000
54,7140	0,000
54,7150	0,000
54,7160	0,000
54,7170	0,000
54,7180	0,000
54,7190	0,000
54,7200	0,000
54,7210	0,000
54,7220	0,000
54,7230	0,000
54,7240	0,000
54,7250	0,000
54,7260	0,000
54,7270	0,000
54,7280	0,000
54,7290	0,000
54,7300	0,000
54,7310	0,000
54,7320	0,000
54,7330	0,000
54,7340	0,029
54,7350	0,000
54,7360	0,000
54,7370	0,000
54,7380	0,000
54,7390	0,000
54,7400	0,029
54,7410	0,029
54,7420	0,000
54,7430	0,000
54,7440	0,000
54,7450	0,029
54,7460	0,000
54,7470	0,000
54,7480	0,029
54,7490	0,000
54,7500	0,029
54,7510	0,029
54,7520	0,029
54,7530	0,000
54,7540	0,029
54,7550	0,029
54,7560	0,000
54,7570	0,000
54,7580	0,029
54,7590	0,000
54,7600	0,029
54,7610	0,000
54,7620	0,029
54,7630	0,029
54,7640	0,029
54,7650	0,029
54,7660	0,029
54,7670	0,029
54,7680	0,029
54,7690	0,000
54,7700	0,000
54,7710	0,029
54,7720	0,029
54,7730	0,029
54,7740	0,029
54,7750	0,000
54,7760	0,029
54,7770	0,029
54,7780	0,000
54,7790	0,029
54,7800	0,000
54,7810	0,000
54,7820	0,029
54,7830	0,000
54,7840	0,000
54,7850	0,029
54,7860	0,000
54,7870	0,000
54,7880	0,000
54,7890	0,000
54,7900	0,000
54,7910	0,029
54,7920	0,029
54,7930	0,029
54,7940	0,000
54,7950	0,029
54,7960	0,000
54,7970	0,029
54,7980	0,000
54,7990	0,000
54,8000	0,000
54,8010	0,029
54,8020	0,000
54,8030	0,029
54,8040	0,029
54,8050	0,000
54,8060	0,029
54,8070	0,000
54,8080	0,000
54,8090	0,029
54,8100	0,000
54,8110	0,029
54,8120	0,000
54,8130	0,000
54,8140	0,000
54,8150	0,000
54,8160	0,000
54,8170	0,000
54,8180	0,000
54,8190	0,029
54,8200	0,000
54,8210	0,000
54,8220	0,000
54,8230	0,000
54,8240	0,000
54,8250	0,000
54,8260	0,000
54,8270	0,000
54,8280	0,000
54,8290	0,000
54,8300	0,000
54,8310	0,000
54,8320	0,000
54,8330	0,000
54,8340	0,000
54,8350	0,000
54,8360	0,000
54,8370	0,000
54,8380	0,000
54,8390	0,000
54,8400	0,000
54,8410	0,000
54,8420	0,029
54,8430	0,000
54,8440	0,000
54,8450	0,000
54,8460	0,000
54,8470	0,000
54,8480	0,000
54,8490	0,000
54,8500	0,000
54,8510	0,000
54,8520	0,000
54,8530	0,000
54,8540	0,000
54,8550	0,000
54,8560	0,000
54,8570	0,000
54,8580	0,000
54,8590	0,000
54,8600	0,000
54,8610	0,000
54,8620	0,000
54,8630	0,000
54,8640	-0,029
54,8650	0,000
54,8660	0,000
54,8670	-0,029
54,8680	-0,029
54,8690	0,000
54,8700	-0,029
54,8710	0,000
54,8720	0,000
54,8730	0,000
54,8740	-0,029
54,8750	-0,029
54,8760	-0,029
54,8770	-0,029
54,8780	-0,029
54,8790	-0,029
54,8800	-0,029
54,8810	-0,029
54,8820	-0,029
54,8830	-0,029
54,8840	-0,029
54,8850	-0,029
54,8860	-0,029
54,8870	-0,029
54,8880	-0,029
54,8890	-0,029
54,8900	0,000
54,8910	-0,029
54,8920	-0,029
54,8930	-0,029
54,8940	-0,029
54,8950	-0,029
54,8960	-0,029
54,8970	-0,029
54,8980	-0,029
54,8990	-0,029
54,9000	-0,029
54,9010	-0,029
54,9020	-0,029
54,9030	-0,029
54,9040	-0,029
54,9050	-0,029
54,9060	-0,029
54,9070	-0,029
54,9080	-0,029
54,9090	-0,029
54,9100	-0,029
54,9110	-0,029
54,9120	-0,029
54,9130	-0,029
54,9140	-0,029
54,9150	-0,029
54,9160	-0,029
54,9170	-0,029
54,9180	-0,029
54,9190	-0,029
54,9200	-0,029
54,9210	-0,029
54,9220	-0,029
54,9230	-0,029
54,9240	-0,029
54,9250	-0,029
54,9260	-0,029
54,9270	-0,029
54,9280	-0,029
54,9290	-0,029
54,9300	-0,029
54,9310	-0,029
54,9320	-0,029
54,9330	-0,029
54,9340	-0,058
54,9350	-0,029
54,9360	-0,029
54,9370	-0,029
54,9380	-0,029
54,9390	-0,029
54,9400	-0,029
54,9410	-0,029
54,9420	-0,029
54,9430	-0,058
54,9440	-0,029
54,9450	-0,058
54,9460	-0,058
54,9470	-0,058
54,9480	-0,029
54,9490	-0,058
54,9500	-0,029
54,9510	-0,058
54,9520	-0,029
54,9530	-0,058
54,9540	-0,058
54,9550	-0,029
54,9560	-0,058
54,9570	-0,058
54,9580	-0,029
54,9590	-0,029
54,9600	-0,058
54,9610	-0,058
54,9620	-0,029
54,9630	-0,058
54,9640	-0,058
54,9650	-0,058
54,9660	-0,058
54,9670	-0,058
54,9680	-0,058
54,9690	-0,058
54,9700	-0,029
54,9710	-0,058
54,9720	-0,029
54,9730	-0,058
54,9740	-0,029
54,9750	-0,058
54,9760	-0,029
54,9770	-0,058
54,9780	-0,029
54,9790	-0,058
54,9800	-0,058
54,9810	-0,058
54,9820	-0,029
54,9830	-0,058
54,9840	-0,058
54,9850	-0,058
54,9860	-0,029
54,9870	-0,058
54,9880	-0,029
54,9890	-0,029
54,9900	-0,029
54,9910	-0,058
54,9920	-0,029
54,9930	-0,029
54,9940	-0,029
54,9950	-0,058
54,9960	-0,029
54,9970	-0,029
54,9980	-0,029
54,9990	-0,029
55,0000	-0,058
55,0010	-0,029
55,0020	-0,058
55,0030	-0,029
55,0040	-0,058
55,0050	-0,029
55,0060	-0,058
55,0070	-0,029
55,0080	-0,029
55,0090	-0,029
55,0100	-0,029
55,0110	-0,058
55,0120	-0,029
55,0130	-0,029
55,0140	-0,029
55,0150	-0,029
55,0160	-0,058
55,0170	-0,029
55,0180	-0,058
55,0190	-0,029
55,0200	-0,058
55,0210	-0,029
55,0220	-0,058
55,0230	-0,029
55,0240	-0,058
55,0250	-0,029
55,0260	-0,029
55,0270	-0,029
55,0280	-0,058
55,0290	-0,058
55,0300	-0,058
55,0310	-0,029
55,0320	-0,029
55,0330	-0,029
55,0340	-0,029
55,0350	-0,029
55,0360	-0,029
55,0370	-0,029
55,0380	-0,029
55,0390	-0,029
55,0400	-0,029
55,0410	-0,029
55,0420	-0,029
55,0430	-0,029
55,0440	-0,029
55,0450	-0,029
55,0460	-0,029
55,0470	-0,029
55,0480	-0,029
55,0490	-0,029
55,0500	-0,029
55,0510	-0,029
55,0520	-0,029
55,0530	-0,029
55,0540	-0,029
55,0550	-0,029
55,0560	-0,029
55,0570	-0,029
55,0580	-0,029
55,0590	-0,029
55,0600	-0,029
55,0610	-0,029
55,0620	-0,029
55,0630	-0,029
55,0640	-0,029
55,0650	-0,029
55,0660	-0,029
55,0670	-0,029
55,0680	-0,029
55,0690	-0,029
55,0700	-0,029
55,0710	-0,029
55,0720	0,000
55,0730	-0,029
55,0740	-0,029
55,0750	0,000
55,0760	-0,029
55,0770	-0,029
55,0780	-0,029
55,0790	-0,029
55,0800	-0,029
55,0810	0,000
55,0820	-0,029
55,0830	-0,029
55,0840	-0,029
55,0850	-0,029
55,0860	-0,029
55,0870	-0,029
55,0880	0,000
55,0890	0,000
55,0900	0,000
55,0910	-0,029
55,0920	0,000
55,0930	0,000
55,0940	0,000
55,0950	0,000
55,0960	-0,029
55,0970	-0,029
55,0980	0,000
55,0990	0,000
55,1000	-0,029
55,1010	0,000
55,1020	0,000
55,1030	0,000
55,1040	0,000
55,1050	-0,029
55,1060	0,000
55,1070	0,000
55,1080	0,000
55,1090	0,000
55,1100	0,000
55,1110	0,000
55,1120	0,000
55,1130	0,000
55,1140	0,000
55,1150	0,000
55,1160	0,000
55,1170	0,000
55,1180	0,000
55,1190	0,000
55,1200	0,000
55,1210	0,000
55,1220	0,000
55,1230	0,000
55,1240	0,000
55,1250	0,000
55,1260	0,000
55,1270	0,000
55,1280	0,000
55,1290	0,000
55,1300	0,000
55,1310	0,000
55,1320	0,000
55,1330	0,000
55,1340	0,000
55,1350	0,000
55,1360	0,029
55,1370	0,000
55,1380	0,000
55,1390	0,000
55,1400	0,000
55,1410	0,000
55,1420	0,000
55,1430	0,000
55,1440	0,000
55,1450	0,000
55,1460	0,000
55,1470	0,029
55,1480	0,000
55,1490	0,000
55,1500	0,000
55,1510	0,000
55,1520	0,029
55,1530	0,000
55,1540	0,000
55,1550	0,000
55,1560	0,000
55,1570	0,000
55,1580	0,000
55,1590	0,000
55,1600	0,000
55,1610	0,000
55,1620	0,000
55,1630	0,000
55,1640	0,000
55,1650	0,029
55,1660	0,029
55,1670	0,029
55,1680	0,000
55,1690	0,000
55,1700	0,029
55,1710	0,029
55,1720	0,029
55,1730	0,029
55,1740	0,000
55,1750	0,000
55,1760	0,000
55,1770	0,029
55,1780	0,000
55,1790	0,000
55,1800	0,000
55,1810	0,000
55,1820	0,000
55,1830	0,000
55,1840	0,000
55,1850	0,029
55,1860	0,000
55,1870	0,000
55,1880	0,000
55,1890	0,000
55,1900	0,000
55,1910	0,000
55,1920	0,000
55,1930	0,029
55,1940	0,029
55,1950	0,000
55,1960	0,000
55,1970	0,000
55,1980	0,000
55,1990	0,000
55,2000	0,029
55,2010	0,000
55,2020	0,029
55,2030	0,000
55,2040	0,029
55,2050	0,000
55,2060	0,000
55,2070	0,000
55,2080	0,000
55,2090	0,029
55,2100	0,029
55,2110	0,029
55,2120	0,000
55,2130	0,000
55,2140	0,000
55,2150	0,000
55,2160	0,000
55,2170	0,000
55,2180	0,000
55,2190	0,000
55,2200	0,000
55,2210	0,029
55,2220	0,029
55,2230	0,029
55,2240	0,000
55,2250	0,000
55,2260	0,000
55,2270	0,000
55,2280	0,000
55,2290	0,000
55,2300	0,000
55,2310	0,000
55,2320	0,000
55,2330	0,000
55,2340	0,000
55,2350	0,000
55,2360	0,000
55,2370	0,000
55,2380	0,000
55,2390	0,000
55,2400	0,000
55,2410	0,000
55,2420	0,000
55,2430	0,000
55,2440	0,000
55,2450	0,000
55,2460	0,000
55,2470	0,000
55,2480	0,000
55,2490	0,000
55,2500	0,000
55,2510	0,000
55,2520	0,000
55,2530	0,000
55,2540	0,000
55,2550	0,000
55,2560	0,000
55,2570	0,000
55,2580	0,000
55,2590	-0,029
55,2600	0,000
55,2610	0,000
55,2620	0,000
55,2630	0,000
55,2640	0,000
55,2650	0,000
55,2660	0,000
55,2670	0,000
55,2680	0,000
55,2690	0,000
55,2700	0,000
55,2710	0,000
55,2720	0,000
55,2730	-0,029
55,2740	0,000
55,2750	0,000
55,2760	0,000
55,2770	0,000
55,2780	-0,029
55,2790	0,000
55,2800	-0,029
55,2810	0,000
55,2820	0,000
55,2830	0,000
55,2840	0,000
55,2850	0,000
55,2860	-0,029
55,2870	-0,029
55,2880	0,000
55,2890	-0,029
55,2900	0,000
55,2910	-0,029
55,2920	-0,029
55,2930	-0,029
55,2940	-0,029
55,2950	-0,029
55,2960	0,000
55,2970	0,000
55,2980	-0,029
55,2990	-0,029
55,3000	-0,029
55,3010	-0,029
55,3020	0,000
55,3030	-0,029
55,3040	-0,029
55,3050	-0,029
55,3060	-0,029
55,3070	-0,029
55,3080	-0,029
55,3090	-0,029
55,3100	-0,029
55,3110	-0,029
55,3120	-0,029
55,3130	-0,029
55,3140	-0,029
55,3150	-0,029
55,3160	-0,029
55,3170	-0,029
55,3180	-0,029
55,3190	-0,029
55,3200	-0,029
55,3210	-0,029
55,3220	-0,029
55,3230	-0,029
55,3240	-0,029
55,3250	-0,029
55,3260	-0,029
55,3270	-0,029
55,3280	-0,029
55,3290	-0,029
55,3300	-0,029
55,3310	-0,029
55,3320	-0,029
55,3330	-0,029
55,3340	-0,029
55,3350	-0,029
55,3360	-0,029
55,3370	-0,029
55,3380	-0,029
55,3390	-0,029
55,3400	-0,029
55,3410	-0,058
55,3420	-0,029
55,3430	-0,029
55,3440	-0,029
55,3450	-0,029
55,3460	-0,029
55,3470	-0,058
55,3480	-0,029
55,3490	-0,029
55,3500	-0,029
55,3510	-0,029
55,3520	-0,029
55,3530	-0,029
55,3540	-0,058
55,3550	-0,029
55,3560	-0,029
55,3570	-0,029
55,3580	-0,029
55,3590	-0,029
55,3600	-0,029
55,3610	-0,029
55,3620	-0,029
55,3630	-0,029
55,3640	-0,058
55,3650	-0,029
55,3660	-0,029
55,3670	-0,029
55,3680	-0,029
55,3690	-0,029
55,3700	-0,058
55,3710	-0,058
55,3720	-0,029
55,3730	-0,029
55,3740	-0,058
55,3750	-0,029
55,3760	-0,029
55,3770	-0,029
55,3780	-0,058
55,3790	-0,029
55,3800	-0,058
55,3810	-0,029
55,3820	-0,058
55,3830	-0,029
55,3840	-0,058
55,3850	-0,029
55,3860	-0,058
55,3870	-0,029
55,3880	-0,058
55,3890	-0,029
55,3900	-0,058
55,3910	-0,029
55,3920	-0,058
55,3930	-0,029
55,3940	-0,029
55,3950	-0,058
55,3960	-0,029
55,3970	-0,058
55,3980	-0,058
55,3990	-0,029
55,4000	-0,058
55,4010	-0,029
55,4020	-0,058
55,4030	-0,029
55,4040	-0,058
55,4050	-0,029
55,4060	-0,029
55,4070	-0,058
55,4080	-0,029
55,4090	-0,058
55,4100	-0,058
55,4110	-0,029
55,4120	-0,058
55,4130	-0,058
55,4140	-0,029
55,4150	-0,029
55,4160	-0,058
55,4170	-0,029
55,4180	-0,029
55,4190	-0,058
55,4200	-0,029
55,4210	-0,029
55,4220	-0,029
55,4230	-0,029
55,4240	-0,029
55,4250	-0,058
55,4260	-0,058
55,4270	-0,029
55,4280	-0,029
55,4290	-0,029
55,4300	-0,029
55,4310	-0,029
55,4320	-0,029
55,4330	-0,058
55,4340	-0,029
55,4350	-0,058
55,4360	-0,058
55,4370	-0,029
55,4380	-0,029
55,4390	-0,029
55,4400	-0,029
55,4410	-0,058
55,4420	-0,058
55,4430	-0,029
55,4440	-0,029
55,4450	-0,029
55,4460	-0,029
55,4470	-0,029
55,4480	-0,029
55,4490	-0,029
55,4500	-0,029
55,4510	-0,058
55,4520	-0,029
55,4530	-0,029
55,4540	-0,029
55,4550	-0,029
55,4560	-0,029
55,4570	-0,029
55,4580	-0,029
55,4590	-0,029
55,4600	-0,029
55,4610	-0,029
55,4620	-0,029
55,4630	-0,029
55,4640	-0,029
55,4650	-0,029
55,4660	-0,029
55,4670	-0,029
55,4680	-0,029
55,4690	-0,029
55,4700	-0,029
55,4710	-0,029
55,4720	-0,029
55,4730	-0,029
55,4740	-0,029
55,4750	-0,029
55,4760	-0,029
55,4770	-0,029
55,4780	-0,029
55,4790	-0,029
55,4800	-0,029
55,4810	-0,029
55,4820	-0,029
55,4830	0,000
55,4840	-0,029
55,4850	-0,029
55,4860	-0,029
55,4870	-0,029
55,4880	-0,029
55,4890	-0,029
55,4900	-0,029
55,4910	-0,029
55,4920	-0,029
55,4930	-0,029
55,4940	-0,029
55,4950	0,000
55,4960	-0,029
55,4970	0,000
55,4980	-0,029
55,4990	0,000
55,5000	-0,029
55,5010	0,000
55,5020	-0,029
55,5030	-0,029
55,5040	0,000
55,5050	0,000
55,5060	-0,029
55,5070	-0,029
55,5080	0,000
55,5090	-0,029
55,5100	-0,029
55,5110	0,000
55,5120	-0,029
55,5130	0,000
55,5140	0,000
55,5150	0,000
55,5160	0,000
55,5170	-0,029
55,5180	0,000
55,5190	0,000
55,5200	0,000
55,5210	0,000
55,5220	0,000
55,5230	0,000
55,5240	0,000
55,5250	0,000
55,5260	0,000
55,5270	0,000
55,5280	0,000
55,5290	0,000
55,5300	0,000
55,5310	0,000
55,5320	0,000
55,5330	-0,029
55,5340	0,000
55,5350	0,000
55,5360	0,000
55,5370	0,000
55,5380	0,000
55,5390	0,000
55,5400	0,000
55,5410	0,000
55,5420	0,000
55,5430	0,000
55,5440	0,000
55,5450	0,000
55,5460	0,000
55,5470	0,029
55,5480	0,000
55,5490	0,000
55,5500	0,000
55,5510	0,000
55,5520	0,000
55,5530	0,000
55,5540	0,000
55,5550	0,000
55,5560	0,000
55,5570	0,000
55,5580	0,000
55,5590	0,000
55,5600	0,000
55,5610	0,000
55,5620	0,000
55,5630	0,000
55,5640	0,000
55,5650	0,000
55,5660	0,029
55,5670	0,000
55,5680	0,000
55,5690	0,029
55,5700	0,000
55,5710	0,029
55,5720	0,000
55,5730	0,029
55,5740	0,029
55,5750	0,029
55,5760	0,000
55,5770	0,000
55,5780	0,000
55,5790	0,000
55,5800	0,029
55,5810	0,000
55,5820	0,029
55,5830	0,000
55,5840	0,000
55,5850	0,029
55,5860	0,000
55,5870	0,000
55,5880	0,029
55,5890	0,029
55,5900	0,000
55,5910	0,000
55,5920	0,029
55,5930	0,029
55,5940	0,000
55,5950	0,029
55,5960	0,000
55,5970	0,000
55,5980	0,000
55,5990	0,000
55,6000	0,000
55,6010	0,000
55,6020	0,029
55,6030	0,029
55,6040	0,000
55,6050	0,000
55,6060	0,029
55,6070	0,000
55,6080	0,000
55,6090	0,029
55,6100	0,029
55,6110	0,000
55,6120	0,000
55,6130	0,000
55,6140	0,029
55,6150	0,029
55,6160	0,000
55,6170	0,000
55,6180	0,000
55,6190	0,029
55,6200	0,029
55,6210	0,000
55,6220	0,000
55,6230	0,000
55,6240	0,000
55,6250	0,000
55,6260	0,000
55,6270	0,000
55,6280	0,000
55,6290	0,000
55,6300	0,000
55,6310	0,000
55,6320	0,000
55,6330	0,000
55,6340	0,000
55,6350	0,000
55,6360	0,000
55,6370	0,000
55,6380	0,000
55,6390	0,000
55,6400	0,029
55,6410	0,000
55,6420	0,000
55,6430	0,000
55,6440	0,000
55,6450	0,000
55,6460	0,000
55,6470	0,000
55,6480	0,000
55,6490	0,000
55,6500	0,000
55,6510	0,000
55,6520	0,000
55,6530	0,000
55,6540	0,000
55,6550	0,000
55,6560	0,000
55,6570	0,000
55,6580	0,000
55,6590	0,000
55,6600	0,000
55,6610	0,000
55,6620	0,000
55,6630	0,000
55,6640	0,000
55,6650	0,000
55,6660	0,000
55,6670	0,000
55,6680	0,000
55,6690	-0,029
55,6700	0,000
55,6710	0,000
55,6720	0,000
55,6730	0,000
55,6740	0,000
55,6750	-0,029
55,6760	0,000
55,6770	0,000
55,6780	0,000
55,6790	0,000
55,6800	0,000
55,6810	0,000
55,6820	0,000
55,6830	0,000
55,6840	0,000
55,6850	0,000
55,6860	0,000
55,6870	-0,029
55,6880	0,000
55,6890	0,000
55,6900	-0,029
55,6910	-0,029
55,6920	0,000
55,6930	0,000
55,6940	0,000
55,6950	0,000
55,6960	0,000
55,6970	0,000
55,6980	0,000
55,6990	0,000
55,7000	0,000
55,7010	-0,029
55,7020	-0,029
55,7030	0,000
55,7040	-0,029
55,7050	0,000
55,7060	0,000
55,7070	-0,029
55,7080	0,000
55,7090	-0,029
55,7100	-0,029
55,7110	-0,029
55,7120	-0,029
55,7130	-0,029
55,7140	-0,029
55,7150	-0,029
55,7160	-0,029
55,7170	0,000
55,7180	-0,029
55,7190	-0,029
55,7200	-0,029
55,7210	-0,029
55,7220	-0,029
55,7230	-0,029
55,7240	-0,029
55,7250	0,000
55,7260	-0,029
55,7270	-0,029
55,7280	-0,029
55,7290	-0,029
55,7300	-0,029
55,7310	-0,029
55,7320	-0,029
55,7330	-0,029
55,7340	-0,029
55,7350	-0,029
55,7360	-0,029
55,7370	-0,029
55,7380	-0,029
55,7390	-0,029
55,7400	-0,029
55,7410	-0,029
55,7420	-0,029
55,7430	-0,029
55,7440	-0,029
55,7450	-0,029
55,7460	-0,029
55,7470	-0,029
55,7480	-0,029
55,7490	-0,029
55,7500	-0,029
55,7510	-0,029
55,7520	-0,029
55,7530	-0,029
55,7540	-0,029
55,7550	-0,029
55,7560	-0,029
55,7570	-0,029
55,7580	-0,029
55,7590	-0,029
55,7600	-0,029
55,7610	-0,029
55,7620	-0,058
55,7630	-0,029
55,7640	-0,029
55,7650	-0,029
55,7660	-0,029
55,7670	-0,029
55,7680	-0,029
55,7690	-0,058
55,7700	-0,029
55,7710	-0,058
55,7720	-0,029
55,7730	-0,029
55,7740	-0,029
55,7750	-0,029
55,7760	-0,029
55,7770	-0,029
55,7780	-0,029
55,7790	-0,029
55,7800	-0,029
55,7810	-0,029
55,7820	-0,029
55,7830	-0,058
55,7840	-0,058
55,7850	-0,058
55,7860	-0,029
55,7870	-0,058
55,7880	-0,058
55,7890	-0,058
55,7900	-0,058
55,7910	-0,058
55,7920	-0,029
55,7930	-0,029
55,7940	-0,029
55,7950	-0,029
55,7960	-0,058
55,7970	-0,058
55,7980	-0,029
55,7990	-0,058
55,8000	-0,058
55,8010	-0,029
55,8020	-0,058
55,8030	-0,058
55,8040	-0,029
55,8050	-0,029
55,8060	-0,029
55,8070	-0,029
55,8080	-0,029
55,8090	-0,029
55,8100	-0,029
55,8110	-0,058
55,8120	-0,058
55,8130	-0,029
55,8140	-0,029
55,8150	-0,029
55,8160	-0,058
55,8170	-0,029
55,8180	-0,029
55,8190	-0,058
55,8200	-0,058
55,8210	-0,058
55,8220	-0,058
55,8230	-0,029
55,8240	-0,058
55,8250	-0,029
55,8260	-0,029
55,8270	-0,058
55,8280	-0,058
55,8290	-0,058
55,8300	-0,029
55,8310	-0,029
55,8320	-0,058
55,8330	-0,029
55,8340	-0,029
55,8350	-0,058
55,8360	-0,058
55,8370	-0,029
55,8380	-0,058
55,8390	-0,058
55,8400	-0,029
55,8410	-0,029
55,8420	-0,029
55,8430	-0,058
55,8440	-0,029
55,8450	-0,029
55,8460	-0,029
55,8470	-0,058
55,8480	-0,029
55,8490	-0,029
55,8500	-0,029
55,8510	-0,058
55,8520	-0,058
55,8530	-0,029
55,8540	-0,029
55,8550	-0,029
55,8560	-0,029
55,8570	-0,029
55,8580	-0,029
55,8590	-0,029
55,8600	-0,029
55,8610	-0,029
55,8620	-0,029
55,8630	-0,029
55,8640	-0,029
55,8650	-0,029
55,8660	-0,029
55,8670	-0,029
55,8680	-0,029
55,8690	-0,029
55,8700	-0,029
55,8710	-0,029
55,8720	-0,029
55,8730	-0,029
55,8740	-0,029
55,8750	-0,029
55,8760	-0,029
55,8770	-0,029
55,8780	-0,029
55,8790	-0,029
55,8800	-0,029
55,8810	-0,029
55,8820	-0,029
55,8830	-0,029
55,8840	-0,029
55,8850	-0,029
55,8860	-0,029
55,8870	-0,029
55,8880	-0,029
55,8890	-0,029
55,8900	-0,029
55,8910	-0,029
55,8920	-0,029
55,8930	0,000
55,8940	-0,029
55,8950	-0,029
55,8960	-0,029
55,8970	-0,029
55,8980	-0,029
55,8990	-0,029
55,9000	-0,029
55,9010	-0,029
55,9020	0,000
55,9030	-0,029
55,9040	0,000
55,9050	-0,029
55,9060	-0,029
55,9070	0,000
55,9080	0,000
55,9090	-0,029
55,9100	0,000
55,9110	-0,029
55,9120	0,000
55,9130	0,000
55,9140	0,000
55,9150	0,000
55,9160	-0,029
55,9170	0,000
55,9180	0,000
55,9190	0,000
55,9200	0,000
55,9210	0,000
55,9220	0,000
55,9230	-0,029
55,9240	0,000
55,9250	0,000
55,9260	0,000
55,9270	0,000
55,9280	-0,029
55,9290	0,000
55,9300	-0,029
55,9310	-0,029
55,9320	0,000
55,9330	0,000
55,9340	0,000
55,9350	0,000
55,9360	0,000
55,9370	0,000
55,9380	0,000
55,9390	0,000
55,9400	0,000
55,9410	0,000
55,9420	0,000
55,9430	-0,029
55,9440	0,000
55,9450	0,000
55,9460	0,000
55,9470	0,000
55,9480	0,000
55,9490	0,000
55,9500	0,000
55,9510	0,000
55,9520	0,000
55,9530	0,000
55,9540	-0,029
55,9550	0,000
55,9560	0,000
55,9570	0,029
55,9580	0,000
55,9590	0,000
55,9600	0,000
55,9610	0,000
55,9620	0,000
55,9630	0,000
55,9640	0,000
55,9650	0,000
55,9660	0,000
55,9670	0,000
55,9680	0,000
55,9690	0,000
55,9700	0,000
55,9710	0,000
55,9720	0,000
55,9730	0,000
55,9740	0,000
55,9750	0,000
55,9760	0,000
55,9770	0,000
55,9780	0,000
55,9790	0,000
55,9800	0,000
55,9810	0,000
55,9820	0,000
55,9830	0,000
55,9840	0,029
55,9850	0,000
55,9860	0,000
55,9870	0,000
55,9880	0,029
55,9890	0,000
55,9900	0,000
55,9910	0,000
55,9920	0,000
55,9930	0,000
55,9940	0,000
55,9950	0,000
55,9960	0,000
55,9970	0,000
55,9980	0,000
55,9990	0,000
56,0000	0,000
56,0010	0,000
56,0020	0,029
56,0030	0,000
56,0040	0,000
56,0050	0,000
56,0060	0,000
56,0070	0,000
56,0080	0,000
56,0090	0,000
56,0100	0,029
56,0110	0,000
56,0120	0,000
56,0130	0,000
56,0140	0,029
56,0150	0,000
56,0160	0,000
56,0170	0,000
56,0180	0,000
56,0190	0,000
56,0200	0,000
56,0210	0,000
56,0220	0,000
56,0230	0,029
56,0240	0,000
56,0250	0,000
56,0260	0,000
56,0270	0,000
56,0280	0,000
56,0290	0,000
56,0300	0,000
56,0310	0,029
56,0320	0,000
56,0330	0,000
56,0340	0,000
56,0350	0,000
56,0360	0,000
56,0370	0,000
56,0380	0,000
56,0390	0,000
56,0400	0,029
56,0410	0,000
56,0420	0,000
56,0430	0,000
56,0440	0,029
56,0450	0,000
56,0460	0,000
56,0470	0,029
56,0480	0,000
56,0490	0,000
56,0500	0,000
56,0510	0,000
56,0520	0,000
56,0530	0,000
56,0540	0,000
56,0550	0,000
56,0560	0,029
56,0570	0,000
56,0580	0,000
56,0590	0,000
56,0600	0,000
56,0610	0,000
56,0620	0,000
56,0630	0,000
56,0640	0,000
56,0650	0,000
56,0660	0,000
56,0670	0,000
56,0680	0,000
56,0690	0,000
56,0700	0,000
56,0710	0,000
56,0720	0,000
56,0730	0,000
56,0740	0,000
56,0750	0,000
56,0760	0,000
56,0770	0,000
56,0780	0,000
56,0790	0,000
56,0800	0,029
56,0810	0,000
56,0820	0,000
56,0830	0,000
56,0840	0,000
56,0850	0,000
56,0860	0,000
56,0870	0,000
56,0880	0,000
56,0890	0,000
56,0900	0,000
56,0910	0,000
56,0920	0,000
56,0930	0,000
56,0940	0,000
56,0950	0,000
56,0960	0,000
56,0970	0,000
56,0980	0,000
56,0990	-0,029
56,1000	0,000
56,1010	0,000
56,1020	0,000
56,1030	0,000
56,1040	-0,029
56,1050	0,000
56,1060	0,000
56,1070	0,000
56,1080	0,000
56,1090	-0,029
56,1100	0,000
56,1110	-0,029
56,1120	-0,029
56,1130	0,000
56,1140	0,000
56,1150	0,000
56,1160	-0,029
56,1170	0,000
56,1180	-0,029
56,1190	0,000
56,1200	-0,029
56,1210	0,000
56,1220	-0,029
56,1230	-0,029
56,1240	-0,029
56,1250	-0,029
56,1260	-0,029
56,1270	0,000
56,1280	-0,029
56,1290	-0,029
56,1300	0,000
56,1310	-0,029
56,1320	-0,029
56,1330	0,000
56,1340	-0,029
56,1350	-0,029
56,1360	-0,029
56,1370	-0,029
56,1380	0,000
56,1390	-0,029
56,1400	-0,029
56,1410	-0,029
56,1420	-0,029
56,1430	-0,029
56,1440	-0,029
56,1450	-0,029
56,1460	-0,029
56,1470	-0,029
56,1480	-0,029
56,1490	-0,029
