Tiempo ( s )	Fuerza (empuje positivo) ( N )
1,4540	0,000
1,4550	0,000
1,4560	0,000
1,4570	0,000
1,4580	-0,029
1,4590	-0,029
1,4600	0,000
1,4610	0,000
1,4620	0,000
1,4630	-0,029
1,4640	-0,029
1,4650	0,000
1,4660	0,000
1,4670	-0,029
1,4680	0,000
1,4690	-0,029
1,4700	-0,029
1,4710	0,000
1,4720	0,000
1,4730	0,000
1,4740	-0,029
1,4750	0,000
1,4760	0,000
1,4770	0,000
1,4780	0,000
1,4790	0,000
1,4800	0,000
1,4810	0,000
1,4820	-0,029
1,4830	0,000
1,4840	0,000
1,4850	0,000
1,4860	-0,029
1,4870	0,000
1,4880	0,000
1,4890	0,000
1,4900	-0,029
1,4910	0,000
1,4920	0,000
1,4930	0,000
1,4940	-0,029
1,4950	0,000
1,4960	0,000
1,4970	0,000
1,4980	0,000
1,4990	0,000
1,5000	0,000
1,5010	0,000
1,5020	0,000
1,5030	0,000
1,5040	0,000
1,5050	0,000
1,5060	0,000
1,5070	0,000
1,5080	-0,029
1,5090	0,000
1,5100	-0,029
1,5110	0,000
1,5120	0,000
1,5130	0,000
1,5140	0,000
1,5150	0,000
1,5160	0,000
1,5170	0,000
1,5180	0,000
1,5190	0,000
1,5200	0,000
1,5210	0,000
1,5220	0,000
1,5230	0,000
1,5240	0,000
1,5250	0,000
1,5260	0,000
1,5270	0,000
1,5280	0,000
1,5290	0,000
1,5300	0,000
1,5310	0,000
1,5320	0,000
1,5330	0,000
1,5340	0,000
1,5350	0,000
1,5360	0,000
1,5370	0,000
1,5380	0,000
1,5390	0,000
1,5400	0,000
1,5410	0,000
1,5420	0,000
1,5430	0,000
1,5440	0,000
1,5450	0,000
1,5460	0,000
1,5470	0,000
1,5480	0,000
1,5490	0,000
1,5500	0,000
1,5510	0,000
1,5520	0,000
1,5530	0,000
1,5540	0,000
1,5550	0,000
1,5560	0,000
1,5570	0,000
1,5580	0,000
1,5590	0,000
1,5600	0,000
1,5610	0,000
1,5620	0,000
1,5630	0,000
1,5640	0,000
1,5650	-0,029
1,5660	0,000
1,5670	-0,029
1,5680	0,000
1,5690	0,000
1,5700	0,000
1,5710	0,000
1,5720	0,000
1,5730	0,000
1,5740	0,000
1,5750	-0,029
1,5760	-0,029
1,5770	-0,029
1,5780	0,000
1,5790	0,000
1,5800	0,000
1,5810	-0,029
1,5820	-0,029
1,5830	0,000
1,5840	-0,029
1,5850	-0,029
1,5860	-0,029
1,5870	-0,029
1,5880	0,000
1,5890	-0,029
1,5900	0,000
1,5910	0,000
1,5920	-0,029
1,5930	-0,029
1,5940	0,000
1,5950	-0,029
1,5960	-0,029
1,5970	-0,029
1,5980	0,000
1,5990	-0,029
1,6000	-0,029
1,6010	-0,029
1,6020	0,000
1,6030	-0,029
1,6040	-0,029
1,6050	-0,029
1,6060	-0,029
1,6070	0,000
1,6080	-0,029
1,6090	-0,058
1,6100	-0,029
1,6110	-0,029
1,6120	-0,029
1,6130	-0,029
1,6140	-0,029
1,6150	-0,029
1,6160	-0,029
1,6170	-0,029
1,6180	-0,029
1,6190	-0,029
1,6200	-0,029
1,6210	-0,029
1,6220	-0,029
1,6230	-0,029
1,6240	-0,029
1,6250	-0,029
1,6260	-0,029
1,6270	-0,029
1,6280	-0,029
1,6290	-0,029
1,6300	-0,029
1,6310	-0,058
1,6320	-0,058
1,6330	-0,058
1,6340	-0,029
1,6350	-0,058
1,6360	-0,058
1,6370	-0,058
1,6380	-0,058
1,6390	-0,058
1,6400	-0,029
1,6410	-0,058
1,6420	-0,058
1,6430	-0,058
1,6440	-0,058
1,6450	-0,058
1,6460	-0,087
1,6470	-0,058
1,6480	-0,058
1,6490	-0,058
1,6500	-0,087
1,6510	-0,058
1,6520	-0,058
1,6530	-0,058
1,6540	-0,058
1,6550	-0,058
1,6560	-0,087
1,6570	-0,058
1,6580	-0,087
1,6590	-0,087
1,6600	-0,058
1,6610	-0,087
1,6620	-0,087
1,6630	-0,087
1,6640	-0,087
1,6650	-0,087
1,6660	-0,087
1,6670	-0,087
1,6680	-0,087
1,6690	-0,087
1,6700	-0,116
1,6710	-0,087
1,6720	-0,087
1,6730	-0,087
1,6740	-0,087
1,6750	-0,116
1,6760	-0,116
1,6770	-0,116
1,6780	-0,116
1,6790	-0,116
1,6800	-0,116
1,6810	-0,116
1,6820	-0,116
1,6830	-0,116
1,6840	-0,116
1,6850	-0,116
1,6860	-0,116
1,6870	-0,116
1,6880	-0,116
1,6890	-0,116
1,6900	-0,116
1,6910	-0,145
1,6920	-0,116
1,6930	-0,145
1,6940	-0,145
1,6950	-0,145
1,6960	-0,116
1,6970	-0,145
1,6980	-0,145
1,6990	-0,145
1,7000	-0,145
1,7010	-0,145
1,7020	-0,145
1,7030	-0,174
1,7040	-0,174
1,7050	-0,145
1,7060	-0,145
1,7070	-0,174
1,7080	-0,174
1,7090	-0,145
1,7100	-0,174
1,7110	-0,174
1,7120	-0,174
1,7130	-0,174
1,7140	-0,174
1,7150	-0,174
1,7160	-0,203
1,7170	-0,174
1,7180	-0,174
1,7190	-0,203
1,7200	-0,174
1,7210	-0,174
1,7220	-0,174
1,7230	-0,203
1,7240	-0,203
1,7250	-0,203
1,7260	-0,203
1,7270	-0,203
1,7280	-0,203
1,7290	-0,203
1,7300	-0,203
1,7310	-0,203
1,7320	-0,203
1,7330	-0,232
1,7340	-0,232
1,7350	-0,203
1,7360	-0,232
1,7370	-0,203
1,7380	-0,232
1,7390	-0,232
1,7400	-0,232
1,7410	-0,261
1,7420	-0,232
1,7430	-0,261
1,7440	-0,232
1,7450	-0,232
1,7460	-0,261
1,7470	-0,261
1,7480	-0,261
1,7490	-0,261
1,7500	-0,232
1,7510	-0,261
1,7520	-0,261
1,7530	-0,261
1,7540	-0,261
1,7550	-0,261
1,7560	-0,261
1,7570	-0,261
1,7580	-0,290
1,7590	-0,290
1,7600	-0,290
1,7610	-0,290
1,7620	-0,290
1,7630	-0,290
1,7640	-0,290
1,7650	-0,319
1,7660	-0,319
1,7670	-0,319
1,7680	-0,290
1,7690	-0,319
1,7700	-0,290
1,7710	-0,319
1,7720	-0,319
1,7730	-0,319
1,7740	-0,348
1,7750	-0,348
1,7760	-0,319
1,7770	-0,348
1,7780	-0,348
1,7790	-0,348
1,7800	-0,348
1,7810	-0,348
1,7820	-0,348
1,7830	-0,348
1,7840	-0,348
1,7850	-0,377
1,7860	-0,348
1,7870	-0,377
1,7880	-0,377
1,7890	-0,377
1,7900	-0,377
1,7910	-0,377
1,7920	-0,377
1,7930	-0,377
1,7940	-0,377
1,7950	-0,377
1,7960	-0,377
1,7970	-0,406
1,7980	-0,406
1,7990	-0,406
1,8000	-0,406
1,8010	-0,406
1,8020	-0,406
1,8030	-0,406
1,8040	-0,406
1,8050	-0,406
1,8060	-0,406
1,8070	-0,406
1,8080	-0,406
1,8090	-0,435
1,8100	-0,435
1,8110	-0,406
1,8120	-0,435
1,8130	-0,435
1,8140	-0,435
1,8150	-0,435
1,8160	-0,435
1,8170	-0,435
1,8180	-0,464
1,8190	-0,435
1,8200	-0,464
1,8210	-0,464
1,8220	-0,435
1,8230	-0,464
1,8240	-0,464
1,8250	-0,464
1,8260	-0,493
1,8270	-0,493
1,8280	-0,493
1,8290	-0,464
1,8300	-0,464
1,8310	-0,493
1,8320	-0,493
1,8330	-0,493
1,8340	-0,493
1,8350	-0,493
1,8360	-0,493
1,8370	-0,493
1,8380	-0,493
1,8390	-0,493
1,8400	-0,493
1,8410	-0,493
1,8420	-0,493
1,8430	-0,522
1,8440	-0,522
1,8450	-0,522
1,8460	-0,522
1,8470	-0,522
1,8480	-0,522
1,8490	-0,522
1,8500	-0,522
1,8510	-0,522
1,8520	-0,551
1,8530	-0,522
1,8540	-0,551
1,8550	-0,551
1,8560	-0,551
1,8570	-0,551
1,8580	-0,551
1,8590	-0,551
1,8600	-0,551
1,8610	-0,551
1,8620	-0,551
1,8630	-0,551
1,8640	-0,580
1,8650	-0,551
1,8660	-0,580
1,8670	-0,580
1,8680	-0,580
1,8690	-0,580
1,8700	-0,580
1,8710	-0,580
1,8720	-0,580
1,8730	-0,609
1,8740	-0,580
1,8750	-0,580
1,8760	-0,580
1,8770	-0,609
1,8780	-0,580
1,8790	-0,609
1,8800	-0,609
1,8810	-0,609
1,8820	-0,609
1,8830	-0,609
1,8840	-0,609
1,8850	-0,609
1,8860	-0,609
1,8870	-0,609
1,8880	-0,638
1,8890	-0,609
1,8900	-0,638
1,8910	-0,638
1,8920	-0,638
1,8930	-0,638
1,8940	-0,638
1,8950	-0,638
1,8960	-0,638
1,8970	-0,609
1,8980	-0,638
1,8990	-0,638
1,9000	-0,638
1,9010	-0,638
1,9020	-0,638
1,9030	-0,667
1,9040	-0,667
1,9050	-0,667
1,9060	-0,667
1,9070	-0,667
1,9080	-0,667
1,9090	-0,667
1,9100	-0,667
1,9110	-0,667
1,9120	-0,667
1,9130	-0,667
1,9140	-0,667
1,9150	-0,667
1,9160	-0,667
1,9170	-0,667
1,9180	-0,667
1,9190	-0,696
1,9200	-0,696
1,9210	-0,696
1,9220	-0,696
1,9230	-0,696
1,9240	-0,696
1,9250	-0,696
1,9260	-0,696
1,9270	-0,696
1,9280	-0,696
1,9290	-0,696
1,9300	-0,725
1,9310	-0,696
1,9320	-0,696
1,9330	-0,725
1,9340	-0,696
1,9350	-0,725
1,9360	-0,696
1,9370	-0,725
1,9380	-0,725
1,9390	-0,725
1,9400	-0,725
1,9410	-0,725
1,9420	-0,725
1,9430	-0,725
1,9440	-0,725
1,9450	-0,725
1,9460	-0,725
1,9470	-0,725
1,9480	-0,754
1,9490	-0,754
1,9500	-0,754
1,9510	-0,754
1,9520	-0,754
1,9530	-0,754
1,9540	-0,754
1,9550	-0,754
1,9560	-0,754
1,9570	-0,754
1,9580	-0,754
1,9590	-0,754
1,9600	-0,783
1,9610	-0,783
1,9620	-0,754
1,9630	-0,783
1,9640	-0,783
1,9650	-0,783
1,9660	-0,783
1,9670	-0,783
1,9680	-0,783
1,9690	-0,783
1,9700	-0,783
1,9710	-0,812
1,9720	-0,783
1,9730	-0,783
1,9740	-0,812
1,9750	-0,783
1,9760	-0,783
1,9770	-0,812
1,9780	-0,812
1,9790	-0,783
1,9800	-0,812
1,9810	-0,812
1,9820	-0,812
1,9830	-0,812
1,9840	-0,812
1,9850	-0,812
1,9860	-0,841
1,9870	-0,812
1,9880	-0,812
1,9890	-0,841
1,9900	-0,841
1,9910	-0,812
1,9920	-0,841
1,9930	-0,841
1,9940	-0,841
1,9950	-0,841
1,9960	-0,841
1,9970	-0,841
1,9980	-0,841
1,9990	-0,870
2,0000	-0,841
2,0010	-0,841
2,0020	-0,870
2,0030	-0,841
2,0040	-0,841
2,0050	-0,870
2,0060	-0,841
2,0070	-0,870
2,0080	-0,841
2,0090	-0,870
2,0100	-0,870
2,0110	-0,870
2,0120	-0,870
2,0130	-0,899
2,0140	-0,870
2,0150	-0,870
2,0160	-0,870
2,0170	-0,870
2,0180	-0,870
2,0190	-0,870
2,0200	-0,870
2,0210	-0,899
2,0220	-0,899
2,0230	-0,899
2,0240	-0,899
2,0250	-0,899
2,0260	-0,870
2,0270	-0,899
2,0280	-0,899
2,0290	-0,899
2,0300	-0,899
2,0310	-0,899
2,0320	-0,899
2,0330	-0,899
2,0340	-0,899
2,0350	-0,928
2,0360	-0,899
2,0370	-0,899
2,0380	-0,928
2,0390	-0,928
2,0400	-0,928
2,0410	-0,928
2,0420	-0,928
2,0430	-0,928
2,0440	-0,928
2,0450	-0,928
2,0460	-0,928
2,0470	-0,928
2,0480	-0,928
2,0490	-0,957
2,0500	-0,957
2,0510	-0,957
2,0520	-0,928
2,0530	-0,957
2,0540	-0,957
2,0550	-0,957
2,0560	-0,957
2,0570	-0,957
2,0580	-0,957
2,0590	-0,957
2,0600	-0,957
2,0610	-0,957
2,0620	-0,957
2,0630	-0,957
2,0640	-0,957
2,0650	-0,957
2,0660	-0,986
2,0670	-0,986
2,0680	-0,986
2,0690	-0,986
2,0700	-0,986
2,0710	-0,986
2,0720	-1,015
2,0730	-0,986
2,0740	-0,986
2,0750	-0,986
2,0760	-0,986
2,0770	-0,986
2,0780	-1,015
2,0790	-1,015
2,0800	-1,015
2,0810	-1,015
2,0820	-1,015
2,0830	-1,015
2,0840	-1,015
2,0850	-1,015
2,0860	-1,044
2,0870	-1,015
2,0880	-1,044
2,0890	-1,044
2,0900	-1,044
2,0910	-1,015
2,0920	-1,015
2,0930	-1,044
2,0940	-1,044
2,0950	-1,044
2,0960	-1,044
2,0970	-1,044
2,0980	-1,073
2,0990	-1,044
2,1000	-1,044
2,1010	-1,044
2,1020	-1,044
2,1030	-1,073
2,1040	-1,073
2,1050	-1,073
2,1060	-1,073
2,1070	-1,073
2,1080	-1,073
2,1090	-1,073
2,1100	-1,073
2,1110	-1,073
2,1120	-1,073
2,1130	-1,102
2,1140	-1,102
2,1150	-1,102
2,1160	-1,102
2,1170	-1,102
2,1180	-1,102
2,1190	-1,102
2,1200	-1,102
2,1210	-1,102
2,1220	-1,102
2,1230	-1,102
2,1240	-1,102
2,1250	-1,131
2,1260	-1,102
2,1270	-1,102
2,1280	-1,102
2,1290	-1,102
2,1300	-1,102
2,1310	-1,131
2,1320	-1,131
2,1330	-1,102
2,1340	-1,131
2,1350	-1,131
2,1360	-1,131
2,1370	-1,131
2,1380	-1,131
2,1390	-1,160
2,1400	-1,131
2,1410	-1,160
2,1420	-1,160
2,1430	-1,160
2,1440	-1,131
2,1450	-1,160
2,1460	-1,160
2,1470	-1,160
2,1480	-1,160
2,1490	-1,189
2,1500	-1,160
2,1510	-1,160
2,1520	-1,160
2,1530	-1,160
2,1540	-1,160
2,1550	-1,160
2,1560	-1,189
2,1570	-1,160
2,1580	-1,189
2,1590	-1,189
2,1600	-1,189
2,1610	-1,189
2,1620	-1,189
2,1630	-1,189
2,1640	-1,189
2,1650	-1,218
2,1660	-1,189
2,1670	-1,189
2,1680	-1,189
2,1690	-1,218
2,1700	-1,189
2,1710	-1,218
2,1720	-1,189
2,1730	-1,218
2,1740	-1,189
2,1750	-1,189
2,1760	-1,218
2,1770	-1,218
2,1780	-1,218
2,1790	-1,218
2,1800	-1,218
2,1810	-1,218
2,1820	-1,218
2,1830	-1,218
2,1840	-1,218
2,1850	-1,218
2,1860	-1,218
2,1870	-1,218
2,1880	-1,218
2,1890	-1,218
2,1900	-1,218
2,1910	-1,218
2,1920	-1,218
2,1930	-1,218
2,1940	-1,218
2,1950	-1,218
2,1960	-1,218
2,1970	-1,218
2,1980	-1,189
2,1990	-1,218
2,2000	-1,218
2,2010	-1,189
2,2020	-1,189
2,2030	-1,189
2,2040	-1,189
2,2050	-1,189
2,2060	-1,189
2,2070	-1,160
2,2080	-1,160
2,2090	-1,160
2,2100	-1,160
2,2110	-1,131
2,2120	-1,131
2,2130	-1,102
2,2140	-1,131
2,2150	-1,102
2,2160	-1,102
2,2170	-1,102
2,2180	-1,102
2,2190	-1,102
2,2200	-1,102
2,2210	-1,073
2,2220	-1,102
2,2230	-1,073
2,2240	-1,044
2,2250	-1,015
2,2260	-1,015
2,2270	-1,015
2,2280	-1,015
2,2290	-1,015
2,2300	-1,015
2,2310	-0,986
2,2320	-0,986
2,2330	-0,957
2,2340	-0,928
2,2350	-0,928
2,2360	-0,928
2,2370	-0,928
2,2380	-0,899
2,2390	-0,899
2,2400	-0,928
2,2410	-0,899
2,2420	-0,870
2,2430	-0,841
2,2440	-0,841
2,2450	-0,841
2,2460	-0,812
2,2470	-0,812
2,2480	-0,812
2,2490	-0,812
2,2500	-0,754
2,2510	-0,783
2,2520	-0,783
2,2530	-0,725
2,2540	-0,725
2,2550	-0,667
2,2560	-0,667
2,2570	-0,667
2,2580	-0,638
2,2590	-0,638
2,2600	-0,638
2,2610	-0,609
2,2620	-0,609
2,2630	-0,580
2,2640	-0,551
2,2650	-0,522
2,2660	-0,522
2,2670	-0,522
2,2680	-0,493
2,2690	-0,493
2,2700	-0,493
2,2710	-0,464
2,2720	-0,435
2,2730	-0,406
2,2740	-0,377
2,2750	-0,377
2,2760	-0,377
2,2770	-0,319
2,2780	-0,319
2,2790	-0,319
2,2800	-0,290
2,2810	-0,290
2,2820	-0,261
2,2830	-0,232
2,2840	-0,232
2,2850	-0,203
2,2860	-0,203
2,2870	-0,203
2,2880	-0,174
2,2890	-0,174
2,2900	-0,145
2,2910	-0,116
2,2920	-0,116
2,2930	-0,087
2,2940	-0,029
2,2950	0,000
2,2960	-0,029
2,2970	0,000
2,2980	0,029
2,2990	0,000
2,3000	0,029
2,3010	0,058
2,3020	0,087
2,3030	0,116
2,3040	0,145
2,3050	0,145
2,3060	0,174
2,3070	0,174
2,3080	0,174
2,3090	0,174
2,3100	0,203
2,3110	0,203
2,3120	0,261
2,3130	0,261
2,3140	0,261
2,3150	0,290
2,3160	0,290
2,3170	0,319
2,3180	0,348
2,3190	0,377
2,3200	0,377
2,3210	0,406
2,3220	0,435
2,3230	0,464
2,3240	0,464
2,3250	0,464
2,3260	0,493
2,3270	0,493
2,3280	0,522
2,3290	0,522
2,3300	0,551
2,3310	0,551
2,3320	0,580
2,3330	0,580
2,3340	0,580
2,3350	0,609
2,3360	0,609
2,3370	0,609
2,3380	0,638
2,3390	0,667
2,3400	0,696
2,3410	0,696
2,3420	0,696
2,3430	0,725
2,3440	0,725
2,3450	0,754
2,3460	0,783
2,3470	0,783
2,3480	0,812
2,3490	0,812
2,3500	0,812
2,3510	0,841
2,3520	0,841
2,3530	0,841
2,3540	0,870
2,3550	0,870
2,3560	0,870
2,3570	0,870
2,3580	0,899
2,3590	0,899
2,3600	0,899
2,3610	0,899
2,3620	0,928
2,3630	0,957
2,3640	0,957
2,3650	0,957
2,3660	0,957
2,3670	0,986
2,3680	0,986
2,3690	0,986
2,3700	1,015
2,3710	1,015
2,3720	1,015
2,3730	1,044
2,3740	1,044
2,3750	1,044
2,3760	1,015
2,3770	1,015
2,3780	1,044
2,3790	1,044
2,3800	1,044
2,3810	1,044
2,3820	1,044
2,3830	1,044
2,3840	1,044
2,3850	1,044
2,3860	1,073
2,3870	1,073
2,3880	1,073
2,3890	1,102
2,3900	1,073
2,3910	1,102
2,3920	1,102
2,3930	1,102
2,3940	1,102
2,3950	1,102
2,3960	1,131
2,3970	1,102
2,3980	1,102
2,3990	1,102
2,4000	1,102
2,4010	1,102
2,4020	1,102
2,4030	1,073
2,4040	1,102
2,4050	1,073
2,4060	1,073
2,4070	1,073
2,4080	1,073
2,4090	1,102
2,4100	1,102
2,4110	1,102
2,4120	1,073
2,4130	1,073
2,4140	1,073
2,4150	1,102
2,4160	1,102
2,4170	1,073
2,4180	1,073
2,4190	1,102
2,4200	1,073
2,4210	1,073
2,4220	1,073
2,4230	1,073
2,4240	1,044
2,4250	1,044
2,4260	1,044
2,4270	1,044
2,4280	1,015
2,4290	1,015
2,4300	1,015
2,4310	1,015
2,4320	1,044
2,4330	1,015
2,4340	1,015
2,4350	1,015
2,4360	0,986
2,4370	0,986
2,4380	0,986
2,4390	1,015
2,4400	0,986
2,4410	0,986
2,4420	0,986
2,4430	0,986
2,4440	0,957
2,4450	0,957
2,4460	0,928
2,4470	0,928
2,4480	0,899
2,4490	0,899
2,4500	0,899
2,4510	0,870
2,4520	0,870
2,4530	0,841
2,4540	0,841
2,4550	0,812
2,4560	0,841
2,4570	0,812
2,4580	0,812
2,4590	0,783
2,4600	0,783
2,4610	0,783
2,4620	0,783
2,4630	0,754
2,4640	0,754
2,4650	0,725
2,4660	0,725
2,4670	0,725
2,4680	0,696
2,4690	0,667
2,4700	0,667
2,4710	0,638
2,4720	0,638
2,4730	0,609
2,4740	0,609
2,4750	0,580
2,4760	0,551
2,4770	0,551
2,4780	0,551
2,4790	0,522
2,4800	0,522
2,4810	0,493
2,4820	0,464
2,4830	0,464
2,4840	0,464
2,4850	0,435
2,4860	0,406
2,4870	0,406
2,4880	0,406
2,4890	0,377
2,4900	0,377
2,4910	0,348
2,4920	0,319
2,4930	0,319
2,4940	0,261
2,4950	0,261
2,4960	0,232
2,4970	0,232
2,4980	0,203
2,4990	0,203
2,5000	0,174
2,5010	0,174
2,5020	0,174
2,5030	0,145
2,5040	0,116
2,5050	0,087
2,5060	0,087
2,5070	0,087
2,5080	0,058
2,5090	0,058
2,5100	0,029
2,5110	0,029
2,5120	0,000
2,5130	0,000
2,5140	-0,029
2,5150	-0,058
2,5160	-0,058
2,5170	-0,087
2,5180	-0,116
2,5190	-0,145
2,5200	-0,174
2,5210	-0,174
2,5220	-0,174
2,5230	-0,203
2,5240	-0,232
2,5250	-0,232
2,5260	-0,232
2,5270	-0,261
2,5280	-0,261
2,5290	-0,290
2,5300	-0,319
2,5310	-0,319
2,5320	-0,319
2,5330	-0,348
2,5340	-0,377
2,5350	-0,377
2,5360	-0,406
2,5370	-0,435
2,5380	-0,435
2,5390	-0,464
2,5400	-0,493
2,5410	-0,493
2,5420	-0,493
2,5430	-0,522
2,5440	-0,580
2,5450	-0,580
2,5460	-0,580
2,5470	-0,609
2,5480	-0,580
2,5490	-0,609
2,5500	-0,638
2,5510	-0,638
2,5520	-0,638
2,5530	-0,696
2,5540	-0,696
2,5550	-0,696
2,5560	-0,696
2,5570	-0,725
2,5580	-0,725
2,5590	-0,754
2,5600	-0,754
2,5610	-0,783
2,5620	-0,783
2,5630	-0,783
2,5640	-0,812
2,5650	-0,812
2,5660	-0,870
2,5670	-0,870
2,5680	-0,870
2,5690	-0,870
2,5700	-0,899
2,5710	-0,899
2,5720	-0,899
2,5730	-0,928
2,5740	-0,928
2,5750	-0,899
2,5760	-0,928
2,5770	-0,957
2,5780	-0,957
2,5790	-0,957
2,5800	-0,986
2,5810	-1,015
2,5820	-1,015
2,5830	-1,015
2,5840	-1,015
2,5850	-1,044
2,5860	-1,015
2,5870	-1,044
2,5880	-1,073
2,5890	-1,073
2,5900	-1,102
2,5910	-1,102
2,5920	-1,102
2,5930	-1,102
2,5940	-1,102
2,5950	-1,102
2,5960	-1,102
2,5970	-1,102
2,5980	-1,131
2,5990	-1,131
2,6000	-1,131
2,6010	-1,131
2,6020	-1,131
2,6030	-1,102
2,6040	-1,131
2,6050	-1,131
2,6060	-1,131
2,6070	-1,160
2,6080	-1,160
2,6090	-1,160
2,6100	-1,189
2,6110	-1,189
2,6120	-1,189
2,6130	-1,160
2,6140	-1,160
2,6150	-1,160
2,6160	-1,160
2,6170	-1,160
2,6180	-1,160
2,6190	-1,189
2,6200	-1,160
2,6210	-1,189
2,6220	-1,160
2,6230	-1,160
2,6240	-1,160
2,6250	-1,160
2,6260	-1,131
2,6270	-1,160
2,6280	-1,160
2,6290	-1,160
2,6300	-1,131
2,6310	-1,160
2,6320	-1,160
2,6330	-1,160
2,6340	-1,160
2,6350	-1,160
2,6360	-1,131
2,6370	-1,160
2,6380	-1,131
2,6390	-1,131
2,6400	-1,131
2,6410	-1,131
2,6420	-1,102
2,6430	-1,102
2,6440	-1,102
2,6450	-1,073
2,6460	-1,073
2,6470	-1,073
2,6480	-1,073
2,6490	-1,044
2,6500	-1,044
2,6510	-1,044
2,6520	-1,044
2,6530	-1,015
2,6540	-1,044
2,6550	-1,015
2,6560	-1,015
2,6570	-0,986
2,6580	-0,986
2,6590	-0,986
2,6600	-0,986
2,6610	-0,986
2,6620	-0,957
2,6630	-0,957
2,6640	-0,928
2,6650	-0,928
2,6660	-0,899
2,6670	-0,899
2,6680	-0,870
2,6690	-0,870
2,6700	-0,870
2,6710	-0,870
2,6720	-0,841
2,6730	-0,812
2,6740	-0,812
2,6750	-0,812
2,6760	-0,783
2,6770	-0,783
2,6780	-0,754
2,6790	-0,754
2,6800	-0,754
2,6810	-0,754
2,6820	-0,725
2,6830	-0,725
2,6840	-0,696
2,6850	-0,667
2,6860	-0,667
2,6870	-0,638
2,6880	-0,638
2,6890	-0,638
2,6900	-0,609
2,6910	-0,580
2,6920	-0,551
2,6930	-0,522
2,6940	-0,551
2,6950	-0,493
2,6960	-0,493
2,6970	-0,493
2,6980	-0,493
2,6990	-0,464
2,7000	-0,435
2,7010	-0,435
2,7020	-0,406
2,7030	-0,406
2,7040	-0,377
2,7050	-0,377
2,7060	-0,348
2,7070	-0,348
2,7080	-0,348
2,7090	-0,319
2,7100	-0,290
2,7110	-0,261
2,7120	-0,261
2,7130	-0,232
2,7140	-0,203
2,7150	-0,203
2,7160	-0,174
2,7170	-0,174
2,7180	-0,145
2,7190	-0,145
2,7200	-0,116
2,7210	-0,087
2,7220	-0,058
2,7230	-0,058
2,7240	-0,029
2,7250	-0,029
2,7260	-0,029
2,7270	0,000
2,7280	0,000
2,7290	0,029
2,7300	0,029
2,7310	0,058
2,7320	0,058
2,7330	0,116
2,7340	0,116
2,7350	0,116
2,7360	0,145
2,7370	0,174
2,7380	0,203
2,7390	0,203
2,7400	0,203
2,7410	0,232
2,7420	0,261
2,7430	0,290
2,7440	0,319
2,7450	0,319
2,7460	0,319
2,7470	0,348
2,7480	0,348
2,7490	0,348
2,7500	0,377
2,7510	0,377
2,7520	0,406
2,7530	0,435
2,7540	0,435
2,7550	0,435
2,7560	0,464
2,7570	0,493
2,7580	0,493
2,7590	0,493
2,7600	0,551
2,7610	0,551
2,7620	0,580
2,7630	0,580
2,7640	0,609
2,7650	0,609
2,7660	0,638
2,7670	0,638
2,7680	0,667
2,7690	0,667
2,7700	0,667
2,7710	0,696
2,7720	0,696
2,7730	0,696
2,7740	0,696
2,7750	0,696
2,7760	0,725
2,7770	0,754
2,7780	0,783
2,7790	0,783
2,7800	0,783
2,7810	0,812
2,7820	0,812
2,7830	0,841
2,7840	0,841
2,7850	0,870
2,7860	0,870
2,7870	0,870
2,7880	0,870
2,7890	0,899
2,7900	0,899
2,7910	0,899
2,7920	0,928
2,7930	0,928
2,7940	0,928
2,7950	0,928
2,7960	0,928
2,7970	0,928
2,7980	0,957
2,7990	0,957
2,8000	0,957
2,8010	0,986
2,8020	0,986
2,8030	1,015
2,8040	0,986
2,8050	0,986
2,8060	1,015
2,8070	1,015
2,8080	1,044
2,8090	1,044
2,8100	1,044
2,8110	1,044
2,8120	1,044
2,8130	1,044
2,8140	1,044
2,8150	1,044
2,8160	1,073
2,8170	1,044
2,8180	1,044
2,8190	1,073
2,8200	1,073
2,8210	1,044
2,8220	1,073
2,8230	1,073
2,8240	1,073
2,8250	1,073
2,8260	1,073
2,8270	1,073
2,8280	1,073
2,8290	1,073
2,8300	1,102
2,8310	1,073
2,8320	1,073
2,8330	1,102
2,8340	1,102
2,8350	1,102
2,8360	1,102
2,8370	1,102
2,8380	1,073
2,8390	1,044
2,8400	1,073
2,8410	1,073
2,8420	1,073
2,8430	1,044
2,8440	1,073
2,8450	1,044
2,8460	1,073
2,8470	1,044
2,8480	1,073
2,8490	1,073
2,8500	1,044
2,8510	1,044
2,8520	1,044
2,8530	1,073
2,8540	1,044
2,8550	1,044
2,8560	1,044
2,8570	1,044
2,8580	1,015
2,8590	1,015
2,8600	1,015
2,8610	1,015
2,8620	0,986
2,8630	0,986
2,8640	0,986
2,8650	0,986
2,8660	0,957
2,8670	0,957
2,8680	0,957
2,8690	0,928
2,8700	0,957
2,8710	0,957
2,8720	0,928
2,8730	0,928
2,8740	0,899
2,8750	0,899
2,8760	0,928
2,8770	0,899
2,8780	0,899
2,8790	0,899
2,8800	0,870
2,8810	0,870
2,8820	0,841
2,8830	0,841
2,8840	0,841
2,8850	0,812
2,8860	0,812
2,8870	0,783
2,8880	0,783
2,8890	0,754
2,8900	0,754
2,8910	0,725
2,8920	0,725
2,8930	0,696
2,8940	0,696
2,8950	0,696
2,8960	0,696
2,8970	0,667
2,8980	0,667
2,8990	0,638
2,9000	0,667
2,9010	0,609
